Número_de_proyecto,clave_del_proyecto,fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,pagado
1863,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,27,CHUCÁNDIRO,"REHABILITACIÓN Y MODERNIZACIÓN DE LA RED DE AGUA POTABLE EN LA CABECERA MUNICIPAL 1RA ETAPA ,   EN EL MUNICIPIO DE CHUCÁNDIRO ,   EN EL ESTADO DE MICHOACÁN","$1,996,258.00",0
1864,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,"REHABILITACIÓN Y PAVIMENTACIÓN DE LA CALLE NACIONES UNIDAS EN LA CABECERA MUNICPAL DE SANTIAGO ,   MARAVATÍO ,   EN EL MUNICIPIO DE SANTIAGO MARAVATÍO ,   EN EL ESTADO DE GUANAJUATO","$1,300,000.00",0
1865,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,95,TOCUMBO,"REM. GLORIETA DE ACC. LA MAGDALENA ,   EN EL MUNICIPIO DE TOCUMBO ,   EN EL ESTADO DE MICHOACÁN","$250,000.00",0
1866,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"REMODELACIÓN CAMPO DE FÚTBOL CENTAUROS EN EL MUNICIPIO DE CHIHUAHUA ,   CHIHUAHUA","$3,441,338.00",0
1867,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"REMODELACIÓN CAN. FUTBOL LOS REMEDIOS ,   EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN","$600,000.00",0
1868,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"REMODELACIÓN CANCHA  "" TOTOLAN ""   ,    EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN","$800,000.00",0
1869,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,19,COTIJA,"REMODELACIÓN CENTRO DE SALUD  ,   EN EL MUNICIPIO DE COTIJA ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1870,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"REMODELACIÓN COMEDOR  "" EL COMETA ""   ,    EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$400,000.00",0
1871,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"REMODELACIÓN DE CENTRO RECREATIVO UBICADO ENTRE CALLE EL BRIGADIER DE MORELOS Y CONGRESISTA DE CHILPANCINGO COL. RINCONADA DEL VALLE MUNICIPIO DE MORELIA ,   MICHOACÁN","$5,000,000.00",0
1872,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"REMODELACIÓN DE CENTRO RECREATIVO UBICADO ENTRE CALLE GRAFITO Y AVENIDA PEDREGAL COL. LA COLINA MUNICIPIO DE MORELIA ,   MICHOACÁN","$5,000,000.00",0
1873,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,37,JUÁREZ,"REMODELACIÓN DE GIMNASIO ALLENDE EN EL MUNICIPIO DE JUÁREZ ,   CHIHUAHUA","$2,403,520.00",0
1874,U128,PROYECTOS DE DESARROLLO REGIONAL,18,NAYARIT,1,ACAPONETA,"REMODELACIÓN DE LA PLAZA  "" PARQUE DE LA BANDERA ""   ,    MUNICIPIO DE ACAPONETA ,   NAYARIT","$6,000,000.00",0
1875,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,63,OCOTLÁN,"REMODELACIÓN DE LA PLAZA PRINCIPAL EN LA CABECERA MUNICIPAL DE OCOTLÁN ,   EN EL MUNICIPIO DE OCOTLÁN ,   JALISCO.","$8,000,000.00",0
1876,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,29,YAUTEPEC,"REMODELACION DE MERCADO CENTENARIO EN EL CENTRO YAUTEPEC ,   MORELOS.","$1,600,000.00",0
1877,U128,PROYECTOS DE DESARROLLO REGIONAL,18,NAYARIT,1,ACAPONETA,"REMODELACIÓN DE MERCADO MUNICIPAL EN EL MUNICIPIO DE ACAPONETA ,   NAYARIT","$11,000,000.00",0
1878,U128,PROYECTOS DE DESARROLLO REGIONAL,22,QUERÉTARO,3,ARROYO SECO,"REMODELACION DE PLAZA PRINCIPAL LA FLORIDA ,   EN EL MUNICIPIO DE ARROYO SECO ,   EN EL ESTADO DE QUERÉTARO","$2,786,294.00",0
1879,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,39,MONTERREY,"REMODELACION DE PLAZAS PUBLICAS EN EL MUNICIPIO DE MONTERREY ,   CIRCUITO PUERTA DE HIERRO-PARQUE LINEAL TEMATICO ETAPA 2 PUERTA DE HIERRO - CUMBRES SAN AGUSTIN EN EL ESTADO DE NUEVO LEÓN","$3,500,000.00",0
1880,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,39,MONTERREY,"REMODELACION DE PLAZAS PUBLICAS EN EL MUNICIPIO DE MONTERREY ,   CIRCUITO PUERTA DE HIERRO-PARQUE LINEAL TEMATICO ETAPA 3 CUMBRES SAN AGUSTIN-PROLONGACION LUIS CORTINES Y LEONES EN EL ESTADO DE NUEVO LEÓN","$5,500,000.00",0
1881,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,39,MONTERREY,"REMODELACION DE PLAZAS PUBLICAS EN EL MUNICIPIO DE MONTERREY ,   CIRCUITO PUERTA DE HIERRO-PARQUE LINEAL TEMATICO ETAPA 4 PROLONGACION LUIS CORTINES - CUMBRES SAN AGUSTIN Y PUERTA DE HIERRO EN EL ESTADO DE NUEVO LEÓN","$3,300,000.00",0
1882,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,39,MONTERREY,"REMODELACION DE PLAZAS PUBLICAS MONTERREY ,   LOMAS DE TOPOCHICO FEDERICO GUERRERO ,   ARTICULO 123 EN EL ESTADO DE NUEVO LEÓN","$1,200,000.00",0
1883,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,39,MONTERREY,"REMODELACION DE PLAZAS PUBLICAS MONTERREY-VALLE VERDE ,   JESUS LUNA AYALA ,   JERONIMO GORENA EN EL ESTADO DE NUEVO LEÓN","$1,800,000.00",0
1884,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,33,TEMOAC,"REMODELACIÓN DE TECHUMBRE DEL MERCADO MUNICIPAL HUAZULCO ,   EN EL MUNICIPIO DE TEMOAC ,   EN EL ESTADO DE MORELOS","$500,000.00",0
1885,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,7,EMILIANO ZAPATA,"REMODELACIÓN DEL CENTRO SOCIAL ZAPATENSE DE LA CIUDAD DE EMILIANO ZAPATA EN EMILIANO ZAPATA ,   TABASCO","$6,500,000.00",0
1886,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,61,MEZQUITIC,"REMODELACIÓN DEL PARQUE FRACCIONAMIENTO  "" FRAY BARTOLOMÉ DE LAS CASAS ""  Y CONSTRUCCIÓN DE HUELLAS DE CONCRETO ECOLÓGICO Y EMPEDRADO AHOGADO EN CONCRETO EN INGRESO PRINCIPAL DE LA LOCALIDAD DE LOS AMOLES  ,   EN EL MUNICIPIO DE MEZQUITIC ,   EN EL ESTADO DE JALISCO","$5,000,000.00",0
1887,U128,PROYECTOS DE DESARROLLO REGIONAL,31,YUCATÁN,106,YOBAÍN,"REMODELACIÓN DEL PARQUE PRINCIPAL ,   EN EL MUNICIPIO DE YOBAÍN ,   EN EL ESTADO DE YUCATÁN","$3,507,000.00",0
1888,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"REMODELACIÓN ESC. NICOLAS COPERNICO ,   EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN","$300,000.00",0
1889,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,43,JACONA,"REMODELACIÓN ESC. PRIM. LA CALMECA ,   EN EL MUNICIPIO DE JACONA ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1890,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"REMODELACIÓN ESC. SEC. LA LUZ ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1891,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"REMODELACIÓN ESCUELA FEDERAL ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$600,000.00",0
1892,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"REMODELACIÓN MERCADO  "" JIQUILPAN ""  EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1893,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,43,JACONA,"REMODELACIÓN MERCADO MUNICIPAL ,   EN EL MUNICIPIO DE JACONA ,   EN EL ESTADO DE MICHOACÁN","$1,000,000.00",0
1894,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"REMODELACIÓN PLAZA  "" AVADIANO ""   ,    EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1895,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,103,VENUSTIANO CARRANZA,"REMODELACIÓN PLAZA  "" EL FORTÍN ""   ,    EN EL MUNICIPIO DE VENUSTIANO CARRANZA ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1896,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"REMODELACIÓN PLAZA  "" EL GÜIRO ""   ,    EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN","$300,000.00",0
1897,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,91,TINGÜINDÍN,"REMODELACIÓN PLAZA  "" GUASCUARO ""   ,    EN EL MUNICIPIO DE TINGÜINDÍN ,   EN EL ESTADO DE MICHOACÁN","$300,000.00",0
1898,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"REMODELACIÓN PLAZA  "" LAGUNITAS ""   ,    EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN","$200,000.00",0
1899,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,91,TINGÜINDÍN,"REMODELACIÓN PLAZA  "" SAN ANGEL ""   ,    EN EL MUNICIPIO DE TINGÜINDÍN ,   EN EL ESTADO DE MICHOACÁN","$300,000.00",0
1900,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,95,TOCUMBO,"REMODELACIÓN PLAZA  "" SANTA CLARA ""   ,    EN EL MUNICIPIO DE TOCUMBO ,   EN EL ESTADO DE MICHOACÁN","$1,000,000.00",0
1901,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"REMODELACIÓN PLAZA  "" TUNA MANZA ""   ,    EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN","$400,000.00",0
1902,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"REMODELACIÓN PLAZA COL YERBABUENA ,   EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1903,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,11,BRISEÑAS,"REMODELACIÓN PLAZA COM. IBARRA ,   EN EL MUNICIPIO DE BRISEÑAS ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1904,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,95,TOCUMBO,"REMODELACIÓN PLAZA DE ARMAS ,   EN EL MUNICIPIO DE TOCUMBO ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1905,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,11,BRISEÑAS,"REMODELACIÓN PLAZA DE COMUATO ,   EN EL MUNICIPIO DE BRISEÑAS ,   EN EL ESTADO DE MICHOACÁN","$250,000.00",0
1906,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,11,BRISEÑAS,"REMODELACIÓN PLAZA MUNICIPAL ,   EN EL MUNICIPIO DE BRISEÑAS ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1907,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"REMODELACIÓN PLAZA MUNICIPAL ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1908,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,91,TINGÜINDÍN,"REMODELACIÓN PLAZA TACATZCUARO ,   EN EL MUNICIPIO DE TINGÜINDÍN ,   EN EL ESTADO DE MICHOACÁN","$400,000.00",0
1909,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,11,BRISEÑAS,"REMODELACIÓN UNIDAD DEP EL PASO ,   EN EL MUNICIPIO DE BRISEÑAS ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1910,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"REMODELACION Y REHABILITACION DE MODULOS SANITARIOS DE LAS ESCUELAS PREPARATORIAS DE LA UAEM ,   CUERNAVACA ,   MORELOS.","$3,100,240.00",0
1911,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,1,BALANCÁN,"REMODELACIÓN Y REHABILITACIÓN DEL CENTRO DE CONVIVENCIA INFANTIL ,   EN LA CIUDAD DE BALANCÁN. PRIMERA ETAPA ,   EN BALANCÁN ,   TABASCO","$4,850,000.00",0
1912,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,1,BALANCÁN,"REMODELACIÓN Y REHABILITACIÓN DEL PARQUE  "" CELIA ABREU ""   ,    EN LA CIUDAD DE BALANCÁN ,   EN BALANCÁN ,   TABASCO","$4,750,000.00",0
1913,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,1,BALANCÁN,"REMODELACIÓN Y REHABILITACIÓN DEL PARQUE DE LA CALLE LEANDRO VALLE ,   COL. EL CARMEN ,   EN LA CIUDAD DE BALANCÁN ,   EN BALANCÁN ,   TABASCO","$1,720,000.00",0
1914,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,1,BALANCÁN,"REMODELACIÓN Y REHABILITACIÓN DEL PARQUE DE LA COL. EL PALENQUE EN LA CIUDAD DE BALANCÁN ,   EN BALANCÁN ,   TABASCO","$1,680,000.00",0
1915,U128,PROYECTOS DE DESARROLLO REGIONAL,6,COLIMA,2,COLIMA,"REMONZAMIENTO DE INGRESO A LA CIUDAD COLIMA ,   ZONA NORTE (INGRESO AL TRAPICHE- COMPLEJO ADMINISTRATIVO Y DE LA PALMA HASTA PASEO MIGUEL DE LA MADRID","$30,000,000.00",0
1916,U128,PROYECTOS DE DESARROLLO REGIONAL,6,COLIMA,7,MANZANILLO,"REMONZAMIENTO DE INGRESO AL MUNICIPIO DE MANZANILLO. ,   EN COLIMA","$10,000,000.00",0
1917,U128,PROYECTOS DE DESARROLLO REGIONAL,6,COLIMA,9,TECOMÁN,"REMONZAMIENTO DE INGRESO AL MUNICIPIO DE TECOMÁN (DISTRIBUIDOR VIAL- EL LIMONERO) ,   EN COLIMA","$3,000,000.00",0
1918,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,58,NEZAHUALCÓYOTL,"REPAVIMENTACIÓN DE CALLES EN CUADRANTE AV. VICENTE VILLADA A AV. TEPOZANES Y DE AV. PANTITLÁN A AV. CHIMALHUACÁN 1RA. ETAPA ,   MUNICIPIO DE NEZAHUALCÓYOTL ,   MÉXICO","$10,520,000.00",0
1919,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,58,NEZAHUALCÓYOTL,"REPAVIMENTACIÓN DE CALLES EN CUADRANTE DE AV. VICENTE VILLADA A AV. INDEPENDENCIA Y DE AV. TEXCOCO A AV. PANTITLÁN 1RA. ETAPA ,   MUNICIPIO DE NEZAHUALCÓYOTL ,   MÉXICO","$11,420,000.00",0
1920,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,39,GUADALAJARA,"REPAVIMENTACIÓN DE CALLES EN LA ZONA MINERVA Y OBRAS COMPLEMENTARIAS ,   EN EL MUNICIPIO DE GUADALAJARA ,   JALISCO.","$50,000,000.00",0
1921,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,39,GUADALAJARA,"REPAVIMENTACIÓN DE CALLES EN LA ZONA OLÍMPICA Y OBRAS COMPLEMENTARIAS ,   EN EL MUNICIPIO DE GUADALAJARA ,   JALISCO.","$60,000,000.00",0
1922,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"REPAVIMENTACIÓN DE CONCRETO HIDRÁULICO DE LA CALLE ,   VILLA PLAYAS DEL ROSARIO ,   EN EL MUNICIPIO DE CENTRO ,   TABASCO","$2,800,000.00",0
1923,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,19,TEPALCINGO,"REPAVIMENTACIÓN DE LA CALLE AQUILES SERDAN ENTRE 5 DE FEBRERO Y 16 DE SEPTIEMBRE ,   COL. BUENOS AIRES ,   EN EL MUNICIPIO DE TEPALCINGO ,   EN EL ESTADO DE MORELOS","$1,000,000.00",0
1924,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,39,GUADALAJARA,"REPAVIMIENTACIÓN DE CALLES EN LA ZONA CRUZ DEL SUR Y OBRAS COMPLEMENTARIAS ,   EN EL MUNICIPIO DE GUADALAJARA ,   JALISCO.","$60,000,000.00",0
1925,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,39,GUADALAJARA,"REPAVIMIENTACIÓN DE CALLES EN LA ZONA DE OBLATOS Y OBRAS COMPLEMENTARIAS ,   EN EL MUNICIPIO DE GUADALAJARA ,   JALISCO.","$30,000,000.00",0
1926,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,39,GUADALAJARA,"REPAVIMIENTACIÓN DE CALLES EN LA ZONA TETLÁN Y OBRAS COMPLEMENTARIAS ,   EN EL MUNICIPIO DE GUADALAJARA ,   JALISCO.","$45,000,000.00",0
1927,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,64,OJUELOS DE JALISCO,"RESCATE CENTRO CULTURAL  "" EL FUERTE ""  Y MUSEO INTERACTIVO ,   EN EL MUNICIPIO DE OJUELOS DE JALISCO ,   EN EL ESTADO DE JALISCO","$2,000,000.00",0
1928,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,29,CHICOLOAPAN,"RETIRO DE TECHUMBRE ,   COLOCACIÓN ARCOTECHO E INSTALACIÓN DE DRENAJE ,   EN EL MUNICIPIO DE CHICOLOAPAN ,   EN EL ESTADO DE MÉXICO","$1,300,000.00",0
1929,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,25,HUAUTLA,"SISTEMA DE ALCANTARILLADO SANITARIO LOCALIDAD HUEMACO ,   EN EL MUNICIPIO DE HUAUTLA ,   EN EL ESTADO DE HIDALGO","$1,000,000.00",0
1930,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,25,HUAUTLA,"SISTEMA DE ALCANTARILLADO SANITARIO LOCALIDAD TEPECO ,   EN EL MUNICIPIO DE HUAUTLA ,   EN EL ESTADO DE HIDALGO","$4,500,000.00",0
1931,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,25,HUAUTLA,"SISTEMA DE ALCANTARILLADO SANITARIO LOCALIDAD ZACATIPA ,   EN EL MUNICIPIO DE HUAUTLA ,   EN EL ESTADO DE HIDALGO","$600,000.00",0
1932,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,15,CARDONAL,"SISTEMA DE ALCANTARILLADO SANITARIO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LOCALIDAD DE PALACIOS ,   EN EL MUNICIPIO DE CARDONAL ,   EN EL ESTADO DE HIDALGO","$3,297,136.00",0
1933,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,69,LA PIEDAD,"SUSTITUCION DE LAMPARAS POR LED EN AVENIDA MICHOACAN ENTRE BOULEVARD LAZARO CARDENAS Y AVENIDA MICHOACAN ,   EN EL MUNICIPIO DE LA PIEDAD ,   EN EL ESTADO DE MICHOACÁN","$400,000.00",0
1934,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,187,TLAXCO,"TECHADO DE CANCHA EN BACHILLERATO AUREA SAN MARTIN ,   EN LA LOCALIDAD DE EL ALAMO ,   EN EL MUNICIPIO DE TLAXCO ,   EN EL ESTADO DE PUEBLA","$1,000,000.00",0
1935,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,19,ATLIXCO,"TECHADO DE LA ESCUELA PRIMARIA  "" DECRETO 6 DE ENERO DE 1915 ""  CCT 21DPR1544I EN LA LOCALIDAD EMILIANO ZAPATA NEXATENGO ,   ATLIXCO EN EL ESTADO DE PUEBLA","$1,278,800.00",0
1936,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,87,XALAPA,"TECHADO DE PLAZA CÍVICA EN ESCUELA PRIMARIA  "" CONSTITUYENTES DE 1917 ""  UBICADA EN CALLE LUIS G. CARREON NO.2 ,   CON CLAVE:30DPR0788E ,   EN EL MUNICIPIO DE XALAPA ,   EN EL ESTADO DE VERACRUZ","$1,000,000.00",0
1937,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,87,XALAPA,"TECHADO DE PLAZA CÍVICA EN ESCUELA PRIMARIA FEDERALIZADA  "" HÉROES DE NACOZARI ""  UBICADA EN CALLE ORIENTE 3 ,   COL. HÉROES FERROCARRILEROS ,   CON CLAVE:30DPR1568Z ,   EN EL MUNICIPIO DE XALAPA ,   EN EL ESTADO DE VERACRUZ","$1,000,000.00",0
1938,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,87,XALAPA,"TECHADO DE PLAZA CÍVICA EN PRIMARIA IGNACIO MANUEL ALTAMIRANO UBICADA EN CALLE LUIS DONALDO COLOSIO S/N ,   COL. SANTA BÁRBARA ,   CON CLAVE:30DPR5399W ,   EN EL MUNICIPIO DE XALAPA ,   EN EL ESTADO DE VERACRUZ","$1,000,000.00",0
1939,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,74,COJUMATLÁN DE RÉGULES,"TECHADO ESC. PRIM. J. M. MORELOS PTO LEON ,   EN EL MUNICIPIO DE COJUMATLÁN DE RÉGULES ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1940,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,74,COJUMATLÁN DE RÉGULES,"TECHADO ESC. PRIM. NIÑOS HEROES RINC. MARIA ,   EN EL MUNICIPIO DE COJUMATLÁN DE RÉGULES ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1941,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"TECHADO ESC. SEC. TEC. 1 ,   EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1942,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"TECHADO MERCADO MUNICIPAL ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1943,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,11,JIUTEPEC,"TECHUMBRE EN ESCUELA PRIMARIA JUANA DE ASBAJE EN LA COL. SAN FRANCISCO TEXCALPAN ,   JIUTEPEC ,   MORELOS.","$2,300,000.00",0
1944,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,18,TEMIXCO,"TECHUMBRE EN LA ESCUELA PRIMARIA JUANA DE ASBAJE ,   EN LA COL. SAN FRANCISCO TEXCALPAN ,   TEMIXCO ,   MORELOS.","$2,450,000.00",0
1945,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,7,APORO,"TECHUMBRE COMUNIDAD DE RINCON DE SOTO ,   EN EL MUNICIPIO DE APORO ,   EN EL ESTADO DE MICHOACÁN","$500,000.00",0
1946,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,35,METEPEC,"TECHUMBRE DE CANCHA DE USOS MULTIPLES EN TELESECUNDARIA JOSE VASCONCELOS DE LA LOCALIDAD DE LA VICTORIA ,   EN EL MUNICIPIO DE METEPEC ,   EN EL ESTADO DE HIDALGO","$1,000,000.00",0
1947,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,32,HIDALGO DEL PARRAL,"TECHUMBRE DE CANCHA DEPORTIVA ,   COLONIA FOVISSSTE 1 DE MAYO ,   EN EL MUNICIPIO DE HIDALGO DEL PARRAL ,   EN EL ESTADO DE CHIHUAHUA","$800,000.00",0
1948,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,99,TUZANTLA,"TECHUMBRE DE LA CASA EJIDAL DE LA COMUNIDAD DEL OLIVO ,   EN EL MUNICIPIO DE TUZANTLA ,   EN EL ESTADO DE MICHOACÁN","$800,000.00",0
1949,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,12,MAZATLÁN,"TECHUMBRE EN CAM NO.50 PROL AQUILES SERDÁN Y PLAZA COROMUEL ,   EN FRACC. PLAYA SUR ,   EN EL MUNICIPIO DE MAZATLÁN ,   SINALOA","$225,000.00",0
1950,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,15,AMOZOC,"TECHUMBRE EN LA EXPLANADA DEL MERCADO MUNICIPAL ,   EN EL MUNICIPIO DE AMOZOC ,   EN EL ESTADO DE PUEBLA","$1,000,000.00",0
1951,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,11,JIUTEPEC,"TECHUMBRE PARA CANCHA DE USOS MÚLTIPLES COL. INSURGENTES ,   JIUTEPEC ,   MORELOS.","$2,200,000.00",0
1952,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,525,SANTO DOMINGO ZANATEPEC,"TECHUMBRE PARA CANCHA EN EL MUNICIPIO DE SANTO DOMINGO ZANATEPEC ,   EN EL ESTADO DE OAXACA","$2,358,000.00",0
1953,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,525,SANTO DOMINGO ZANATEPEC,"TECHUMBRE PARA LA CANCHA DE LA LOCALIDAD YERBA SANTA ,   EN EL MUNICIPIO DE SANTO DOMINGO ZANATEPEC ,   EN EL ESTADO DE OAXACA","$2,358,000.00",0
1954,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,17,COCULA,"TECHUMBRE PARA PARQUE SAN BARTOLO ,   EN EL MUNICIPIO DE COCULA ,   EN EL ESTADO DE GUERRERO","$484,190.00",0
