ID_PPI,ID_PP,DESC_PP
'05096420011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096420001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096420007,09K003,Proyectos de construcción de carreteras
'11096420005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096420007,09K003,Proyectos de construcción de carreteras
'12096420006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13092100004,09K003,Proyectos de construcción de carreteras
'14096420002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096420005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096420006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096430003,09K003,Proyectos de construcción de carreteras
'13096430001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096440004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096440014,09K003,Proyectos de construcción de carreteras
'10096440014,09K048,Servicios relacionados para la liberación del derecho de vía
'11096440001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096440002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096440003,09K003,Proyectos de construcción de carreteras
'11096440015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096440021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440025,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096440027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096440007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096440010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096440013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096440014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096440016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096440004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096440001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096440002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096440003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'17096440001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'05096450004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'07096450009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096450007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096450009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096450008,09K003,Proyectos de construcción de carreteras
'11096450008,09K003,Proyectos de construcción de carreteras
'11096450008,09K048,Servicios relacionados para la liberación del derecho de vía
'11096450009,09K003,Proyectos de construcción de carreteras
'11096450012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096450014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096450015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096450002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096450010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096450006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096450019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096450011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096450012,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096450001,09K003,Proyectos de construcción de carreteras
'15096450003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'15096450005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096450001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096450002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096460001,09K003,Proyectos de construcción de carreteras
'11096460012,09K003,Proyectos de construcción de carreteras
'11096460013,09K003,Proyectos de construcción de carreteras
'11096460016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096460003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096460006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'06096470004,09K003,Proyectos de construcción de carreteras
'06096470004,09K048,Servicios relacionados para la liberación del derecho de vía
'06096470005,09K003,Proyectos de construcción de carreteras
'08096470002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096470004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096470009,09K003,Proyectos de construcción de carreteras
'13096470001,09K003,Proyectos de construcción de carreteras
'13096470001,09K048,Servicios relacionados para la liberación del derecho de vía
'05096480002,09K003,Proyectos de construcción de carreteras
'08096480005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096480003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096480003,09K003,Proyectos de construcción de carreteras
'11096480005,09K003,Proyectos de construcción de carreteras
'11096480005,09K048,Servicios relacionados para la liberación del derecho de vía
'12096480001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096480002,09K003,Proyectos de construcción de carreteras
'11096490002,09K003,Proyectos de construcción de carreteras
'11096490009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096490024,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096490008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096490003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'14096490008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096490001,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096490002,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096490003,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'16096490004,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'04096500001,09K003,Proyectos de construcción de carreteras
'07096500010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096500018,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'08096500026,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096500029,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096500034,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'09096500049,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500006,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500007,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500017,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500023,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500027,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'10096500053,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096500005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096500015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096500016,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'11096500018,09K003,Proyectos de construcción de carreteras
'12096500005,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500011,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500015,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500019,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500020,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500021,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'12096500031,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500008,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500009,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500010,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500013,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500014,09K031,Proyectos de construcción de carreteras alimentadoras y caminos rurales
'13096500015,09K003,Proyectos de construcción de carreteras
'13096500015,09K048,Servicios relacionados para la liberación del derecho de vía
